"block_size","milliseconds_elapsed","total_size"
"1048576","4064","52428800"
"1048576","1857","52428800"
"1048576","1873","52428800"
"1048576","3777","52428800"
"1048576","2941","52428800"
"1048576","2130","52428800"
"1048576","3924","52428800"
"1048576","2831","52428800"
"1048576","3539","52428800"
"1048576","2985","52428800"
"1048576","3569","52428800"
"1048576","2974","52428800"
"1048576","4120","52428800"
"1048576","2572","52428800"
"1048576","4305","52428800"
"1048576","2555","52428800"
"1048576","3366","52428800"
"1048576","4948","52428800"
"1048576","3465","52428800"
"1048576","4528","52428800"
"1048576","2444","52428800"
"1048576","3037","52428800"
"1048576","3050","52428800"
"2097152","2601","52428800"
"2097152","2796","52428800"
"2097152","3567","52428800"
"2097152","4266","52428800"
"2097152","2404","52428800"
"2097152","2585","52428800"
"2097152","4757","52428800"
"2097152","3305","52428800"
"2097152","4692","52428800"
"2097152","3703","52428800"
"2097152","3439","52428800"
"2097152","2018","52428800"
"2097152","2425","52428800"
"2097152","2994","52428800"
"2097152","3545","52428800"
"2097152","2983","52428800"
"2097152","3367","52428800"
"2097152","2973","52428800"
"2097152","3818","52428800"
"2097152","4991","52428800"
"2097152","2836","52428800"
"2097152","2050","52428800"
"2097152","2725","52428800"
"2097152","2592","52428800"
"2097152","3406","52428800"
"2097152","2380","52428800"
"2097152","3023","52428800"
"2097152","3946","52428800"
"2097152","2796","52428800"
"2097152","2401","52428800"
"2097152","2905","52428800"
"2097152","3936","52428800"
"2097152","3646","52428800"
"2097152","4004","52428800"
"2097152","2675","52428800"
"2097152","3678","52428800"
"2097152","2456","52428800"
"2097152","2963","52428800"
"2097152","6240","52428800"
"2097152","4697","52428800"
"2097152","2463","52428800"
"2097152","2974","52428800"
"2097152","5216","52428800"
"2097152","4008","52428800"
"2097152","1883","52428800"
"2097152","2653","52428800"
"2097152","4105","52428800"
"2097152","2674","52428800"
"2097152","4937","52428800"
"2097152","4701","52428800"
